# generated by auc-within-request-and-bounds.sql on 2026-09-05 | piso e teto do NDCG@5 do sistema; requisicoes com 25+ resolvidas e 1+ ganha, definidas sobre o historico
resolved_fraction_in_list,width,ndcg5_floor,ndcg5_ceiling,requests
0.644526927596047,0.26657548005475906,0.21416838087589132,0.4807438609306504,641
