# generated by top5-vs-rest-within-request.sql on 2026-09-05 | top-5 against the rest of the same list, among resolved deals, requests with a resolved deal in both parts; two identical executions
customers,mean_difference,median_difference,difference_q1,difference_q3,standard_error,fraction_tie,fraction_top5_better,fraction_top5_worse,requests,t,mean_win_rate_rest,mean_win_rate_top5
418,0.06484188999140822,0.0,-0.04411764705882353,0.2,0.008261545385396673,0.29190567240280435,0.36265137029955385,0.3454429572976418,1569,7.848639324311462,0.21271281576597445,0.27755470575738267
