# generated by auc-within-request-and-bounds.sql on 2026-09-05 | AUC de Mann-Whitney dentro da requisicao, sobre resolvidas; elegiveis = ao menos uma ganha e uma perdida
auc_pooled_score_all_resolved,auc_mean_per_request_score,auc_mean_per_request_probability,auc_pair_weighted_score,auc_pair_weighted_probability,requests_auc_score_above_half,requests_with_resolved,eligible_requests,resolved_in_eligible,resolved_per_request
0.5237915075674536,0.5677951396354042,0.5614164557158529,0.5041259829950396,0.5036610024732449,853,2791,1487,115199,77.47074646940148
